Age,Favourite_healthy_food,Favourite_cheat_meal,Main_macronutrient_source,Flexibility_level,Dehydration,Compound_movements_workout,Workout_minutes_per_week,Outcome
25,Kale,Pizza,Protein,84,yes,no,6,Loss_of_strength
25,Almond,Pizza,Good fat,490,no,no,394,Loss_of_strength
25,Kale,Pizza,Protein,469,no,no,524,Loss_of_strength
25,Almond,Pizza,Good fat,1734,no,no,366,Loss_of_strength
25,Kale,Ramen,Protein,86,no,yes,483,Loss_of_strength
25,Beets,Donut,Good fat,1182,yes,no,141,Loss_of_strength
25,Kale,Pizza,Carbs,17,yes,no,97,Loss_of_strength
25,Almond,Pizza,Protein,184,no,yes,437,Loss_of_strength
25,Kale,Pizza,Carbs,-221,yes,no,250,Loss_of_strength
25,Kale,Pizza,Protein,3090,no,no,139,Loss_of_strength
25,Kale,Donut,Protein,10,yes,no,51,Loss_of_strength
25,Kale,Pizza,Protein,173,yes,no,186,Loss_of_strength
25,Kale,Donut,Protein,50,yes,no,342,Loss_of_strength
25,Kale,Pizza,Protein,199,no,no,111,Loss_of_strength
26,Kale,Pizza,Protein,82,yes,no,654,Strength_restored
26,Kale,Donut,Protein,246,yes,no,1143,Strength_restored
26,Kale,Pizza,Protein,901,yes,no,764,Strength_restored
26,Almond,Pizza,Good fat,6840,yes,no,1560,Strength_restored
26,Kale,Pizza,Protein,668,yes,no,576,Strength_restored
26,Almond,Pizza,Good fat,1004,yes,no,228,Strength_restored
26,Kale,Pizza,Protein,-36,yes,no,482,Strength_restored
26,Kale,Pizza,Protein,639,yes,no,709,Strength_restored
26,Almond,Donut,Protein,710,yes,yes,1276,Strength_restored
26,Kale,Pizza,Protein,-46,yes,no,382,Strength_restored
26,Almond,Pizza,Carbs,-122,yes,no,670,Strength_restored
26,Beets,Pizza,Protein,551,no,no,531,Strength_restored
26,Kale,Pizza,Protein,81,no,yes,803,Strength_restored
26,Almond,Pizza,Protein,102,no,yes,658,Strength_restored
26,Kale,Donut,Protein,370,no,yes,1061,Strength_restored
26,Beets,Pizza,Protein,111,no,no,537,Strength_restored
26,Kale,Donut,Protein,-119,no,yes,359,Strength_restored
26,Kale,Pizza,Protein,-29,yes,no,998,Strength_restored
26,Almond,Pizza,Good fat,45,no,no,1187,Strength_restored
26,Kale,Pizza,Protein,354,no,no,586,Strength_restored
26,Kale,Pizza,Protein,-189,no,yes,538,Strength_restored
26,Kale,Pizza,Carbs,409,yes,no,577,Strength_restored
26,Kale,Pizza,Protein,223,no,yes,1002,Strength_restored
26,Kale,Donut,Protein,-379,yes,yes,1237,Strength_restored
26,Kale,Pizza,Protein,941,no,yes,784,Strength_restored
26,Beets,Pizza,Good fat,814,no,no,1387,Strength_restored
26,Beets,Pizza,Protein,622,no,no,1451,Strength_restored
26,Kale,Pizza,Carbs,941,no,no,1165,Strength_restored
26,Kale,Pizza,Protein,110,no,no,1136,Strength_restored
26,Kale,Pizza,Protein,0,no,no,1223,Strength_restored
26,Salmon,Pizza,Protein,101,yes,no,810,Strength_restored
26,Salmon,Pizza,Good fat,725,no,no,1916,Strength_restored
26,Kale,Pizza,Good fat,1140,yes,no,984,Strength_restored
26,Almond,Pizza,Protein,255,no,no,190,Strength_restored
26,Kale,Pizza,Good fat,11862,no,no,119,Strength_restored
26,Kale,Pizza,Protein,620,no,no,104,Strength_restored
26,Almond,Pizza,Protein,2509,no,no,654,Strength_restored
26,Almond,Pizza,Good fat,313,no,yes,210,Strength_restored
26,Almond,Pizza,Good fat,2786,no,no,415,Strength_restored
26,Almond,Pizza,Protein,274,no,no,351,Strength_restored
26,Kale,Pizza,Protein,5005,no,yes,117,Strength_restored
26,Beets,Pizza,Protein,3676,no,no,148,Strength_restored
26,Almond,Donut,Protein,3415,no,no,209,Strength_restored
26,Almond,Pizza,Good fat,-3,no,no,1022,Strength_restored
26,Kale,Pizza,Protein,136,no,no,120,Strength_restored
26,Kale,Pizza,Good fat,10086,no,no,110,Strength_restored
26,Kale,Pizza,Good fat,1134,no,no,464,Strength_restored
26,Almond,Pizza,Protein,255,no,no,457,Strength_restored
26,Beets,Pizza,Good fat,3511,no,no,439,Strength_restored
26,Kale,Pizza,Protein,507,no,no,380,Strength_restored
26,Kale,Pizza,Protein,237,yes,no,1091,Strength_restored
26,Almond,Pizza,Good fat,114,yes,no,457,Strength_restored
26,Kale,Pizza,Protein,311,yes,no,798,Strength_restored
26,Kale,Pizza,Protein,1006,yes,no,667,Strength_restored
26,Kale,Donut,Protein,5795,yes,no,1094,Strength_restored
26,Kale,Donut,Protein,77,yes,no,619,Strength_restored
26,Kale,Pizza,Protein,26,yes,yes,899,Strength_restored
26,Kale,Pizza,Good fat,-67,yes,no,637,Strength_restored
26,Kale,Pizza,Protein,864,yes,no,659,Strength_restored
26,Kale,Pizza,Carbs,-887,yes,no,827,Strength_restored
26,Kale,Pizza,Protein,620,no,no,223,Strength_restored
26,Kale,Pizza,Good fat,567,no,no,421,Strength_restored
26,Kale,Pizza,Bad fat,689,no,no,678,Strength_restored
26,Almond,Donut,Good fat,243,no,no,482,Strength_restored
26,Kale,Pizza,Protein,100,no,no,445,Strength_restored
26,Kale,Pizza,Good fat,39,no,no,396,Strength_restored
26,Almond,Pizza,Protein,2509,no,no,776,Strength_restored
26,Almond,Pizza,Protein,2613,no,no,326,Strength_restored
26,Almond,Pizza,Good fat,1623,no,no,479,Strength_restored
26,Almond,Pizza,Good fat,313,no,yes,199,Strength_restored
26,Kale,Pizza,Protein,1231,yes,no,385,Strength_restored
26,Almond,Pizza,Good fat,2786,no,no,300,Strength_restored
26,Kale,Pizza,Protein,132,no,no,217,Strength_restored
26,Almond,Donut,Protein,1595,no,no,155,Strength_restored
26,Almond,Pizza,Good fat,170,no,no,129,Strength_restored
26,Kale,Pizza,Protein,1347,no,no,280,Strength_restored
26,Beets,Pizza,Good fat,2857,no,no,446,Strength_restored
26,Almond,Pizza,Protein,96,no,no,349,Strength_restored
26,Almond,Pizza,Protein,255,no,no,209,Strength_restored
26,Kale,Pizza,Protein,535,no,no,125,Strength_restored
26,Almond,Pizza,Good fat,828,yes,no,156,Strength_restored
26,Kale,Pizza,Protein,1231,yes,no,230,Strength_restored
26,Almond,Pizza,Good fat,1094,yes,no,137,Strength_restored
26,Almond,Pizza,Good fat,362,no,no,925,Strength_restored
26,Almond,Pizza,Good fat,1646,no,no,890,Strength_restored
26,Kale,Pizza,Protein,132,no,no,194,Strength_restored
26,Almond,Pizza,Protein,766,no,no,457,Strength_restored
26,Almond,Pizza,Protein,338,no,no,209,Strength_restored
26,Kale,Pizza,Protein,44,no,no,217,Strength_restored
26,Almond,Pizza,Good fat,943,no,no,166,Strength_restored
26,Kale,Pizza,Good fat,644,no,no,346,Strength_restored
26,Kale,Pizza,Good fat,294,no,no,208,Strength_restored
26,Beets,Pizza,Protein,632,no,no,218,Strength_restored
26,Almond,Pizza,Good fat,2532,yes,yes,269,Strength_restored
26,Almond,Pizza,Good fat,760,yes,no,456,Strength_restored
26,Kale,Pizza,Protein,5296,no,no,229,Strength_restored
26,Almond,Pizza,Good fat,3,yes,yes,149,Strength_restored
26,Almond,Pizza,Good fat,1646,no,no,524,Strength_restored
26,Kale,Pizza,Good fat,1066,no,no,200,Strength_restored
26,Almond,Pizza,Good fat,222,no,no,192,Strength_restored
26,Beets,Pizza,Good fat,77,no,no,175,Strength_restored
26,Almond,Pizza,Good fat,1438,no,no,321,Strength_restored
26,Kale,Pizza,Good fat,401,no,no,188,Strength_restored
26,Kale,Pizza,Good fat,515,no,no,775,Strength_restored
26,Kale,Pizza,Good fat,12,no,no,563,Strength_restored
26,Kale,Pizza,Protein,463,no,yes,248,Strength_restored
26,Kale,Pizza,Protein,2007,no,no,272,Strength_restored
26,Kale,Donut,Protein,267,yes,no,817,Strength_restored
26,Beets,Pizza,Protein,632,no,no,312,Strength_restored
26,Kale,Pizza,Protein,1105,yes,no,415,Strength_restored
26,Almond,Pizza,Good fat,1027,no,no,744,Strength_restored
26,Beets,Pizza,Good fat,3466,no,no,275,Strength_restored
26,Kale,Pizza,Protein,2007,no,no,194,Strength_restored
26,Almond,Pizza,Good fat,222,no,no,318,Strength_restored
26,Kale,Pizza,Protein,655,no,no,190,Strength_restored
26,Kale,Pizza,Good fat,294,no,no,87,Strength_restored
26,Kale,Pizza,Protein,2002,no,no,146,Strength_restored
26,Kale,Pizza,Good fat,0,no,yes,261,Strength_restored
26,Kale,Pizza,Protein,4613,no,no,663,Strength_restored
26,Kale,Pizza,Good fat,5169,yes,no,397,Strength_restored
26,Almond,Pizza,Good fat,3704,no,no,238,Strength_restored
26,Kale,Pizza,Protein,3145,no,no,1141,Strength_restored
26,Almond,Pizza,Protein,-930,yes,no,786,Strength_restored
26,Kale,Pizza,Good fat,15161,no,no,280,Strength_restored
26,Almond,Pizza,Good fat,194,no,no,407,Strength_restored
26,Almond,Pizza,Good fat,390,no,no,325,Strength_restored
26,Almond,Pizza,Good fat,3944,yes,no,974,Strength_restored
26,Kale,Pizza,Protein,181,no,no,158,Strength_restored
26,Kale,Pizza,Protein,1445,no,no,171,Strength_restored
26,Beets,Pizza,Good fat,168,no,no,394,Strength_restored
26,Almond,Pizza,Good fat,222,no,no,247,Strength_restored
26,Kale,Donut,Protein,-11,yes,yes,1150,Strength_restored
26,Kale,Pizza,Protein,191,yes,no,550,Strength_restored
26,Kale,Donut,Protein,915,no,no,384,Strength_restored
26,Kale,Pizza,Protein,592,yes,yes,174,Loss_of_strength
26,Almond,Pizza,Good fat,47,yes,no,63,Loss_of_strength
26,Almond,Pizza,Protein,96,no,no,606,Loss_of_strength
26,Kale,Pizza,Carbs,16,no,yes,249,Loss_of_strength
26,Almond,Pizza,Protein,1099,no,no,99,Loss_of_strength
26,Almond,Pizza,Good fat,9447,no,no,113,Loss_of_strength
26,Kale,Pizza,Protein,-128,no,yes,392,Loss_of_strength
26,Beets,Donut,Good fat,479,yes,no,133,Loss_of_strength
26,Kale,Pizza,Carbs,179,yes,yes,333,Loss_of_strength
26,Almond,Donut,Protein,1417,yes,no,60,Loss_of_strength
26,Kale,Donut,Carbs,133,no,yes,57,Loss_of_strength
26,Kale,Donut,Good fat,8,yes,yes,262,Loss_of_strength
26,Almond,Pizza,Protein,0,yes,no,157,Loss_of_strength
26,Kale,Pizza,Protein,786,yes,yes,103,Loss_of_strength
26,Kale,Pizza,Protein,-84,yes,yes,63,Loss_of_strength
26,Kale,Pizza,Protein,3244,no,no,141,Loss_of_strength
26,Kale,Donut,Protein,54,yes,no,116,Loss_of_strength
26,Almond,Pizza,Protein,-12,yes,no,98,Loss_of_strength
26,Kale,Ramen,Protein,0,yes,no,48,Loss_of_strength
26,Kale,Pizza,Protein,1114,no,no,44,Loss_of_strength
26,Almond,Pizza,Good fat,3,yes,no,106,Loss_of_strength
26,Beets,Pizza,Protein,467,yes,yes,90,Loss_of_strength
26,Kale,Donut,Protein,2770,yes,no,141,Loss_of_strength
26,Almond,Pizza,Protein,586,yes,yes,215,Loss_of_strength
26,Kale,Pizza,Good fat,686,yes,no,98,Loss_of_strength
26,Kale,Pizza,Good fat,97,no,no,382,Loss_of_strength
26,Almond,Pizza,Protein,712,yes,no,232,Loss_of_strength
26,Almond,Pizza,Good fat,3672,yes,no,360,Loss_of_strength
26,Kale,Pizza,Protein,184,no,no,110,Loss_of_strength
26,Kale,Pizza,Protein,855,yes,no,87,Loss_of_strength
26,Kale,Donut,Carbs,399,yes,no,1288,Loss_of_strength
26,Almond,Ramen,Protein,-45,yes,no,357,Loss_of_strength
26,Kale,Pizza,Protein,428,no,yes,575,Loss_of_strength
26,Kale,Pizza,Bad fat,19,no,no,268,Loss_of_strength
26,Salmon,Donut,Good fat,144,no,yes,730,Loss_of_strength
26,Kale,Pizza,Protein,84,yes,no,70,Loss_of_strength
26,Kale,Pizza,Bad fat,826,no,no,177,Loss_of_strength
26,Almond,Donut,Protein,2469,no,no,136,Loss_of_strength
26,Kale,Pizza,Protein,0,yes,no,610,Loss_of_strength
26,Almond,Ramen,Good fat,667,no,no,177,Loss_of_strength
26,Almond,Pizza,Good fat,800,yes,no,405,Loss_of_strength
26,Kale,Pizza,Protein,-211,yes,no,164,Loss_of_strength
26,Almond,Pizza,Good fat,-8,no,no,402,Loss_of_strength
26,Kale,Donut,Protein,557,yes,yes,282,Loss_of_strength
26,Kale,Pizza,Protein,37,no,yes,219,Loss_of_strength
26,Kale,Pizza,Protein,209,yes,no,319,Loss_of_strength
26,Kale,Pizza,Protein,972,yes,no,177,Loss_of_strength
26,Almond,Donut,Protein,1595,no,no,54,Loss_of_strength
26,Beets,Pizza,Protein,461,no,no,214,Loss_of_strength
26,Kale,Pizza,Protein,78,no,no,43,Loss_of_strength
26,Kale,Donut,Protein,744,no,no,609,Loss_of_strength
26,Kale,Pizza,Protein,-481,yes,yes,595,Loss_of_strength
26,Kale,Pizza,Protein,218,yes,no,436,Loss_of_strength
26,Kale,Pizza,Protein,396,yes,no,302,Loss_of_strength
26,Kale,Pizza,Protein,502,yes,no,82,Loss_of_strength
26,Beets,Pizza,Protein,3247,no,no,341,Loss_of_strength
26,Kale,Donut,Protein,245,yes,no,146,Loss_of_strength
26,Kale,Pizza,Protein,8,yes,no,167,Loss_of_strength
26,Kale,Pizza,Protein,277,no,no,514,Loss_of_strength
26,Kale,Pizza,Carbs,102,yes,no,46,Loss_of_strength
26,Beets,Donut,Protein,492,yes,yes,439,Loss_of_strength
26,Almond,Donut,Good fat,775,no,no,35,Loss_of_strength
26,Kale,Pizza,Protein,2669,yes,no,242,Loss_of_strength
26,Kale,Pizza,Protein,33,no,no,91,Loss_of_strength
26,Almond,Pizza,Good fat,155,yes,no,74,Loss_of_strength
26,Kale,Pizza,Protein,-454,no,yes,652,Loss_of_strength
26,Kale,Pizza,Good fat,10086,no,no,475,Loss_of_strength
26,Kale,Pizza,Protein,-72,yes,no,82,Loss_of_strength
26,Kale,Ramen,Carbs,633,yes,no,326,Loss_of_strength
26,Kale,Pizza,Protein,2,yes,yes,461,Loss_of_strength
26,Beets,Pizza,Good fat,2170,no,no,317,Loss_of_strength
26,Kale,Pizza,Protein,397,no,no,268,Loss_of_strength
26,Kale,Pizza,Good fat,192,yes,no,477,Loss_of_strength
26,Almond,Pizza,Protein,-326,yes,no,128,Loss_of_strength
26,Beets,Donut,Protein,285,yes,no,265,Loss_of_strength
26,Almond,Pizza,Good fat,1177,no,no,116,Loss_of_strength
26,Kale,Pizza,Protein,0,no,yes,65,Loss_of_strength
26,Kale,Pizza,Protein,658,no,yes,34,Loss_of_strength
26,Almond,Pizza,Protein,1327,no,no,171,Loss_of_strength
26,Kale,Pizza,Protein,2572,yes,no,620,Loss_of_strength
26,Kale,Donut,Protein,895,yes,no,820,Loss_of_strength
26,Kale,Pizza,Protein,249,yes,no,235,Loss_of_strength
26,Almond,Pizza,Protein,141,yes,no,19,Loss_of_strength
26,Kale,Pizza,Protein,430,no,no,450,Loss_of_strength
26,Kale,Pizza,Bad fat,198,no,no,161,Loss_of_strength
26,Kale,Pizza,Protein,335,no,no,393,Loss_of_strength
26,Almond,Donut,Protein,5231,no,yes,222,Loss_of_strength
26,Kale,Pizza,Good fat,641,yes,no,55,Loss_of_strength
26,Kale,Pizza,Carbs,-295,yes,no,138,Loss_of_strength
26,Kale,Pizza,Good fat,4130,no,no,104,Loss_of_strength
26,Almond,Pizza,Good fat,3178,no,no,64,Loss_of_strength
26,Almond,Pizza,Good fat,1720,no,no,383,Loss_of_strength
26,Kale,Pizza,Good fat,13107,yes,no,112,Loss_of_strength
26,Kale,Donut,Protein,199,no,no,139,Loss_of_strength
26,Kale,Pizza,Bad fat,2503,no,no,121,Loss_of_strength
26,Almond,Pizza,Good fat,7628,no,no,263,Loss_of_strength
26,Almond,Pizza,Good fat,3730,yes,no,93,Loss_of_strength
26,Kale,Pizza,Protein,124,yes,no,57,Loss_of_strength
26,Kale,Pizza,Protein,531,yes,yes,184,Loss_of_strength
26,Kale,Pizza,Protein,162,yes,no,185,Loss_of_strength
26,Almond,Donut,Protein,714,yes,no,183,Loss_of_strength
27,Kale,Pizza,Good fat,3706,yes,no,897,Strength_restored
27,Kale,Donut,Protein,2183,yes,yes,857,Strength_restored
27,Kale,Pizza,Protein,54,yes,no,543,Strength_restored
27,Almond,Pizza,Good fat,12956,yes,no,789,Strength_restored
27,Kale,Donut,Carbs,416,yes,no,1193,Strength_restored
27,Almond,Pizza,Protein,178,yes,no,732,Strength_restored
27,Almond,Pizza,Good fat,99,yes,no,767,Strength_restored
27,Almond,Pizza,Good fat,-713,yes,no,525,Strength_restored
27,Almond,Pizza,Good fat,703,yes,no,590,Strength_restored
27,Almond,Donut,Protein,-97,yes,no,1528,Strength_restored
27,Kale,Donut,Protein,61,yes,no,1012,Strength_restored
27,Kale,Pizza,Protein,-27,no,no,498,Strength_restored
27,Kale,Donut,Good fat,335,yes,no,519,Strength_restored
27,Kale,Donut,Carbs,-413,no,yes,422,Strength_restored
27,Kale,Pizza,Protein,158,no,no,650,Strength_restored
27,Beets,Pizza,Carbs,9,no,yes,919,Strength_restored
27,Salmon,Donut,Good fat,139,no,no,448,Strength_restored
27,Almond,Pizza,Good fat,151,yes,no,496,Strength_restored
27,Kale,Donut,Protein,119,yes,no,781,Strength_restored
27,Kale,Pizza,Protein,1820,yes,no,1027,Strength_restored
27,Kale,Donut,Protein,0,yes,no,991,Strength_restored
27,Kale,Donut,Protein,-392,yes,no,228,Strength_restored
27,Kale,Pizza,Good fat,372,yes,yes,728,Strength_restored
27,Kale,Pizza,Protein,3933,no,no,837,Strength_restored
27,Almond,Pizza,Good fat,1,yes,no,764,Strength_restored
27,Salmon,Donut,Protein,2329,no,no,131,Strength_restored
27,Kale,Pizza,Protein,67,no,no,239,Strength_restored
27,Kale,Pizza,Good fat,0,no,no,82,Strength_restored
27,Almond,Pizza,Good fat,831,no,no,1081,Strength_restored
27,Kale,Pizza,Good fat,393,no,no,165,Strength_restored
27,Kale,Pizza,Protein,2614,no,no,143,Strength_restored
27,Almond,Donut,Protein,1293,yes,no,1665,Strength_restored
27,Kale,Pizza,Protein,439,yes,no,1038,Strength_restored
27,Kale,Donut,Protein,4333,no,no,163,Strength_restored
27,Kale,Pizza,Protein,955,no,no,206,Strength_restored
27,Almond,Donut,Protein,710,yes,yes,653,Strength_restored
27,Almond,Donut,Protein,0,yes,no,837,Strength_restored
27,Kale,Pizza,Carbs,265,yes,no,1119,Strength_restored
27,Kale,Pizza,Protein,353,yes,no,663,Strength_restored
27,Kale,Pizza,Protein,513,yes,yes,351,Strength_restored
27,Kale,Pizza,Protein,-195,yes,no,391,Strength_restored
27,Kale,Donut,Bad fat,409,yes,no,525,Strength_restored
27,Kale,Ramen,Protein,1977,yes,no,449,Strength_restored
27,Kale,Pizza,Good fat,3733,yes,no,198,Strength_restored
27,Almond,Pizza,Good fat,616,yes,no,685,Strength_restored
27,Kale,Pizza,Protein,253,no,no,242,Strength_restored
27,Almond,Pizza,Good fat,1840,no,no,220,Strength_restored
27,Kale,Pizza,Good fat,15161,no,no,74,Strength_restored
27,Almond,Pizza,Protein,261,yes,yes,592,Strength_restored
27,Almond,Donut,Protein,2071,no,no,449,Strength_restored
27,Kale,Pizza,Protein,339,no,no,182,Strength_restored
27,Kale,Pizza,Protein,538,no,no,124,Strength_restored
27,Almond,Donut,Protein,897,no,no,397,Strength_restored
27,Almond,Pizza,Good fat,20585,no,no,188,Strength_restored
27,Almond,Pizza,Good fat,138,no,no,89,Strength_restored
27,Kale,Pizza,Protein,302,no,no,203,Strength_restored
27,Kale,Pizza,Protein,111,no,no,495,Strength_restored
27,Almond,Pizza,Good fat,2489,no,no,323,Strength_restored
27,Almond,Pizza,Good fat,6791,no,no,179,Strength_restored
27,Kale,Pizza,Good fat,11862,no,no,217,Strength_restored
27,Kale,Pizza,Good fat,118,no,no,160,Strength_restored
27,Almond,Donut,Protein,1596,no,no,82,Strength_restored
27,Almond,Pizza,Good fat,20585,no,no,299,Strength_restored
27,Almond,Donut,Protein,3415,no,no,266,Strength_restored
27,Almond,Donut,Good fat,893,no,no,154,Strength_restored
27,Kale,Pizza,Good fat,1134,no,no,825,Strength_restored
27,Kale,Pizza,Protein,3792,no,no,504,Strength_restored
27,Almond,Pizza,Good fat,1720,no,no,284,Strength_restored
27,Kale,Pizza,Good fat,5291,no,no,192,Strength_restored
27,Almond,Pizza,Protein,4745,no,no,411,Strength_restored
27,Kale,Pizza,Protein,535,no,no,183,Strength_restored
27,Kale,Pizza,Protein,538,no,no,170,Strength_restored
27,Almond,Donut,Good fat,2855,no,no,240,Strength_restored
27,Almond,Pizza,Good fat,390,no,no,120,Strength_restored
27,Kale,Pizza,Good fat,5291,no,no,293,Strength_restored
27,Almond,Pizza,Good fat,-69,yes,no,205,Strength_restored
27,Kale,Pizza,Protein,535,no,no,171,Strength_restored
27,Beets,Pizza,Bad fat,326,no,no,326,Strength_restored
27,Kale,Pizza,Protein,195,yes,no,416,Strength_restored
27,Kale,Pizza,Good fat,1075,no,no,658,Strength_restored
27,Kale,Pizza,Good fat,311,no,no,187,Strength_restored
27,Kale,Pizza,Protein,6036,no,no,175,Strength_restored
27,Kale,Pizza,Good fat,-67,yes,no,604,Strength_restored
27,Kale,Pizza,Good fat,39,no,no,379,Strength_restored
27,Kale,Pizza,Good fat,644,no,no,657,Strength_restored
27,Almond,Pizza,Bad fat,861,no,no,212,Strength_restored
27,Almond,Pizza,Good fat,1720,no,no,910,Strength_restored
27,Kale,Pizza,Protein,3145,no,no,374,Strength_restored
27,Kale,Pizza,Protein,337,no,no,23,Strength_restored
27,Kale,Pizza,Protein,643,no,no,317,Strength_restored
27,Kale,Pizza,Bad fat,132,no,no,276,Strength_restored
27,Almond,Donut,Good fat,2855,no,no,138,Strength_restored
27,Kale,Pizza,Protein,204,no,no,471,Strength_restored
27,Kale,Pizza,Good fat,311,no,no,462,Strength_restored
27,Kale,Pizza,Protein,535,no,no,265,Strength_restored
27,Kale,Pizza,Good fat,5169,yes,no,431,Strength_restored
27,Almond,Donut,Good fat,802,no,no,569,Strength_restored
27,Almond,Donut,Good fat,346,no,no,212,Strength_restored
27,Kale,Pizza,Protein,279,no,no,323,Strength_restored
27,Kale,Pizza,Protein,643,no,no,301,Strength_restored
27,Almond,Pizza,Good fat,107,no,no,767,Strength_restored
27,Almond,Pizza,Protein,192,no,no,1076,Strength_restored
27,Beets,Pizza,Good fat,347,no,no,385,Strength_restored
27,Kale,Pizza,Protein,294,yes,yes,694,Strength_restored
27,Beets,Pizza,Protein,1187,no,no,232,Strength_restored
27,Almond,Pizza,Protein,18188,yes,no,541,Strength_restored
27,Almond,Pizza,Good fat,2648,no,no,917,Strength_restored
27,Kale,Pizza,Good fat,567,no,no,523,Strength_restored
27,Kale,Pizza,Good fat,401,no,no,218,Strength_restored
27,Kale,Pizza,Protein,2,yes,yes,554,Strength_restored
27,Kale,Pizza,Protein,213,no,no,378,Strength_restored
27,Almond,Pizza,Protein,843,no,no,187,Strength_restored
27,Kale,Donut,Protein,0,yes,no,1608,Strength_restored
27,Kale,Pizza,Carbs,232,yes,no,701,Strength_restored
27,Kale,Pizza,Protein,535,no,no,159,Strength_restored
